incident_id,reason,responsible_dept,action_plan
INC-2094,M/C Trangle,Dye Range,
INC-2095,Off Shade,TBC,
INC-2096,Lines,TBC,
INC-2097,Edge Damage,TBC,
INC-2098,Belling,Development,
INC-2099,Belling,Development,
INC-2100,Belling,Development,
INC-2101,Belling,Development,
INC-2102,Belling,Development,
INC-2103,Lines,TBC,
INC-2104,Lines,TBC,
INC-2105,Belling,Development,
INC-2106,Patches,Dye Range,
INC-2107,Received Less,Dye Range,
INC-2108,5m waste,Less than 5m,
INC-2109,1mtr weight issue,Stretchline-SL,
INC-2110,Dirt Marks,Dye Range,
INC-2111,M/C Trangle,Dye Range,
INC-2112,Sample Waste,Dye Range,
INC-2113,Shade variation,Dye Range,
INC-2114,Shade Variation,Dye Range,
INC-2115,Wrong Quality,Greige Stores,
INC-2116,5m waste,Less than 5m,
INC-2117,M/C Trangle,Dye Range,
INC-2118,Shade Variation,Dye Exhaust,
INC-2119,Yarn Defects,Sourcing,
INC-2120,Patches,Dye Exhaust,
INC-2121,Dirt Marks,Jacquard,
INC-2122,Patches,Dye Exhaust,
INC-2123,Wrong Quality,Dye Exhaust,
INC-2124,Shade Variation,TBC,
INC-2125,Quality Issue,TBC,
INC-2126,Received Less,Development,
INC-2127,Loop,TBC,
INC-2128,Edge Damage,TBC,
INC-2129,Lines,TBC,
INC-2130,Received Less,Dye Range,
INC-2131,Lines,Weaving,
INC-2132,Received Less,Greige Stores,
INC-2133,Off Shade,Color Lab,
INC-2134,Lines,TBC,
INC-2135,Lines,TBC,
INC-2136,Shade Variation,TBC,
INC-2137,Belling,Development,
INC-2138,Lines,TBC,
INC-2139,Belling,Development,
INC-2140,Loop,TBC,
INC-2141,Loop,TBC,
INC-2142,Loop,TBC,
INC-2143,Patches,Dye Exhaust,
INC-2144,Production waste,Dye Range,
INC-2145,Patches,Dye Exhaust,
INC-2146,5m waste,Less than 5m,
INC-2147,Print damage,Value Addition,
INC-2148,Face Damage,Weaving,
INC-2149,Patches,Color Lab,
INC-2150,Off Shade,Dye Range,
INC-2151,Yarn Missing,Sourcing,
INC-2152,Yarn Missing,Sourcing,
INC-2153,Face Damage,Weaving,
INC-2154,Print damage,Value Addition,
INC-2155,Received Less,Greige Stores,
INC-2156,Bias,Weaving,
INC-2157,Shade variation,TBC,
INC-2158,Edge Damage,Stretchline-MLV,
INC-2159,Shade Variation,Dye Range,
INC-2160,Received Less,Development,
INC-2161,Rough Edge,Weaving,
INC-2162,Rough Edge,Weaving,
INC-2163,Off Shade,Color Lab,
INC-2164,Off Shade,Color Lab,
INC-2165,Off Shade,Color Lab,
INC-2166,Print damage,Value Addition,
INC-2167,Loop,Development,
INC-2168,Loop,Development,
INC-2169,Riverside Side Variation,Dye Range,
INC-2170,Off Shade,Dye Exhaust,
INC-2171,Off Shade,Dye Exhaust,
INC-2172,1mtr weight issue,Stretchline-SL,
INC-2173,Dirt Marks,Jacquard,
INC-2174,Yarn Missing,Sourcing,
INC-2175,Curling,Sourcing,
INC-2176,Loop,Development,
INC-2177,Curling,Sourcing,
INC-2178,Patches,Dye Range,
INC-2179,5m waste,Less than 5m,
INC-2180,Curling,Sourcing,
INC-2181,1mtr weight issue,Stretchline-SL,
INC-2182,1mtr weight issue,Stretchline-SL,
INC-2183,Lines,Weaving,
INC-2184,Received Less,Dye Range,
INC-2185,1mtr weight issue,Stretchline-SL,
INC-2186,Curling,Dye Exhaust,
INC-2187,Curling,Sourcing,
INC-2188,Curling,Dye Exhaust,
INC-2189,Patches,Dye Exhaust,
INC-2190,Belling,Dye Exhaust,
INC-2191,Yarn Missing,Sourcing,
INC-2192,Curling,Sourcing,
INC-2193,Patches,Dye Exhaust,
INC-2194,Off Shade,Dye Range,
INC-2195,Off Shade,Dye Range,
INC-2196,Snagging,Dye Range,
INC-2197,Received Less,Dye Range,
INC-2198,Belling,Development,
INC-2199,Belling,Development,
INC-2200,Lines,Sourcing,
INC-2201,Patches,Dye Range,
INC-2202,Loop,Sourcing,
INC-2203,Patches,Dye Range,
INC-2204,Yarn Dust,Yarn Dyeing,
INC-2205,Face Damage,Weaving,
INC-2206,Yarn Missing,Sourcing,
INC-2207,Loop,Weaving,
INC-2208,Dirt Marks,Greige Stores,
INC-2209,Received Less,Sourcing,
INC-2210,1mtr weight issue,Stretchline-SL,
INC-2211,Sample Waste,Dye Range,
INC-2212,Order Completed,Order Completed,
INC-2213,Received Less,Greige Stores,
INC-2214,Received Less,Jacquard,
INC-2215,1mtr weight issue,Stretchline-SL,
INC-2216,Belling,Development,
INC-2217,Curling,Sourcing,
INC-2218,Yarn Missing,Sourcing,
INC-2219,Curling,Sourcing,
INC-2220,Sound Issue,Development,
INC-2221,Loop,Weaving,
INC-2222,Shade Variation,Dye Range,
INC-2223,Lines,Sourcing,
INC-2224,Bias,Dye Exhaust,
INC-2225,Bias,Dye Exhaust,
INC-2226,Received Less,Stretchline-MLV,
INC-2227,Patches,Dye Exhaust,
INC-2228,Lines,Sourcing,
INC-2229,Wrong Quality,Greige Stores,
INC-2230,Lines,Sourcing,
INC-2231,Patches,Dye Range,
INC-2232,Patches,Dye Exhaust,
INC-2233,Lines,Jacquard,
INC-2234,Dirt Marks,Jacquard,
INC-2235,Shade Variation due to lot,Dye Range,
INC-2236,Shade Variation due to lot,Dye Range,
INC-2237,Yarn Missing,Sourcing,
INC-2238,Curling,Dye Range,
INC-2239,Yarn Dust,Sourcing,
INC-2240,Patches,Dye Range,
INC-2241,Curling,Sourcing,
INC-2242,Lines,Sourcing,
INC-2243,Cross Bar,Jacquard,
INC-2244,Shade variation,Dye Exhaust,
INC-2245,Sample Waste,Dye Range,
INC-2246,1mtr weight issue,Stretchline-SL,
INC-2247,Received Less,Dye Range,
INC-2248,5m waste,Less than 5m,
INC-2249,Patches,Dye Exhaust,
INC-2250,Shade Variation,Dye Range,
INC-2251,Sample Waste,Dye Range,
INC-2252,Sample Waste,Dye Range,
INC-2253,Rough Edge,Weaving,
INC-2254,Loop,Sourcing,
INC-2255,Lines,Sourcing,
INC-2256,Curling,Weaving,
INC-2257,Shade Variation Due to Lot,Weaving,
INC-2258,1mtr weight issue,Stretchline-SL,
INC-2259,Order Completed,Order Completed,
INC-2260,Belling,Dye Exhaust,
INC-2261,Patches,Dye Exhaust,
INC-2262,Shade Variation Due to Lot,Dye Range,
INC-2263,Belling,Dye Exhaust,
INC-2264,Loop,Development,
INC-2265,Loop,Sourcing,
INC-2266,Lines,Sourcing,
INC-2267,Loop,Sourcing,
INC-2268,Edge Damage,Weaving,
INC-2269,Loop,Sourcing,
INC-2270,Loop,Sourcing,
INC-2271,Loop,Sourcing,
INC-2272,Lines,Sourcing,
INC-2273,Lines,Sourcing,
INC-2274,5m waste,Less than 5m,
INC-2275,Off Shade,Dye Range,
INC-2276,Off Shade,Dye Range,
INC-2277,Shade Variation,Dye Range,
INC-2278,Lines,Sourcing,
INC-2279,Received Less,Dye Range,
INC-2280,Belling,Weaving,
INC-2281,High Letter Length,Jacquard,
INC-2282,Received Less,Development,
INC-2283,Shortage of materials,Dye Range,
INC-2284,1mtr weight issue,Stretchline-SL,
INC-2285,Off Shade,Dye Exhaust,
INC-2286,Off Shade,Dye Exhaust,
INC-2287,5m waste,Less than 5m,
INC-2288,1mtr weight issue,Stretchline-SL,
INC-2289,1mtr weight issue,Stretchline-SL,
INC-2290,Loop,Weaving,
INC-2291,Edge Damage,Weaving,
INC-2292,Belling,Weaving,
INC-2293,Edge Damage,Weaving,
INC-2294,Shade Variation due to Lot,Dye Exhaust,
INC-2295,Shade Variation,Dye Exhaust,
INC-2296,Dirt Marks due to Old Greige,Dye Range,
INC-2297,Shade Variation,Dye Range,
INC-2298,Crush/Crease Marks,Dye Exhaust,
INC-2299,Face Variation,Weaving,
INC-2300,Curling,Dye Exhaust,
INC-2301,Shade Variation,Dye Range,
INC-2302,Loop,Sourcing,
INC-2303,Belling,Weaving,
INC-2304,Loop,Weaving,
INC-2305,Edge Damage,Weaving,
INC-2306,Dirt Marks,Dye Range,
INC-2307,1mtr weight issue,Stretchline-SL,
INC-2308,Edge Damage,Weaving,
INC-2309,Edge Belling,Weaving,
INC-2310,Shade Variation due to Lot,Dye Exhaust,
INC-2311,Edge Damage,Weaving,
INC-2312,Belling,Weaving,
INC-2313,Belling,Weaving,
INC-2314,Lines,Sourcing,
INC-2315,Belling,Weaving,
INC-2316,Edge Damage,Weaving,
INC-2317,Curling,Weaving,
INC-2318,Minibulk,Development,
INC-2319,Quality Issue,Jacquard,
INC-2320,5m waste,Less than 5m,
INC-2321,Received Less,Maintenance,
INC-2322,1mtr weight issue,Stretchline-SL,
INC-2323,1mtr weight issue,Stretchline-SL,
INC-2324,5m waste,Less than 5m,
INC-2325,Edge Damage,Weaving,
INC-2326,Edge Damage,Weaving,
INC-2327,Belling,Weaving,
INC-2328,Bias,Weaving,
INC-2329,Uneven Edges,Weaving,
INC-2330,Belling,Weaving,
INC-2331,Bias,Weaving,
INC-2332,Paper Waste,Dye Range,
INC-2333,Shade Variation,Dye Range,
INC-2334,Stop Mark,Dye Range,
INC-2335,M/C Trangle,Dye Range,
INC-2336,Received Less,Dye Range,
INC-2337,Off Shade,Dye Exhaust,
INC-2338,Shade Variation due to Lot,Dye Range,
INC-2339,Shade variation,Dye Range,
INC-2340,Shade Variation due to Lot,Dye Range,
INC-2341,Shade Variation,Dye Range,
INC-2342,Shade Variation,Dye Range,
INC-2343,Edge Damage,Weaving,
INC-2344,Shade Variation,Dye Range,
INC-2345,Shade Variation due to Lot,Dye Range,
INC-2346,Order Complete,Order Complete,
INC-2347,Bias,Weaving,
INC-2348,5m waste,Less than 5m,
INC-2349,Face Damage,Weaving,
INC-2350,Belling,Weaving,
INC-2351,Belling,Weaving,
INC-2352,Edge Damage,Weaving,
INC-2353,Sample Waste,Dye Range,
INC-2354,Off Shade,Dye Range,
INC-2355,Dirt Marks,Preparation,
INC-2356,Belling,Dye Exhaust,
INC-2357,Bias,Dye Exhaust,
INC-2358,Bias,Dye Exhaust,
INC-2359,Patches,Dye Exhaust,
INC-2360,Shade Variation due to Lot,Dye Exhaust,
INC-2361,Loop,Dye Exhaust,
INC-2362,Patches,Dye Exhaust,
INC-2363,Patches,Dye Exhaust,
INC-2364,Edge Damage,Weaving,
INC-2365,Edge Damage,Weaving,
INC-2366,5m waste,Less than 5m,
INC-2367,Belling,Weaving,
INC-2368,Sound Issue,Dye Range,
INC-2369,Belling,Weaving,
INC-2370,Bias,Weaving,
INC-2371,Edge Damage,Development,
INC-2372,Bias,Weaving,
INC-2373,Bias,Weaving,
INC-2374,Bias,Weaving,
INC-2375,Bias,Weaving,
INC-2376,Bias,Weaving,
INC-2377,Face Damage,Weaving,
INC-2378,Bias,Weaving,
INC-2379,Face Damage,Weaving,
INC-2380,Face Damage,Weaving,
INC-2381,Warp Slippage,Weaving,
INC-2382,Belling,Weaving,
INC-2383,Belling,Weaving,
INC-2384,Lines,Yarn Dyeing,
INC-2385,Bias,Weaving,
INC-2386,Bias,Weaving,
INC-2387,Bias,Weaving,
INC-2388,Off Shade,Dye Exhaust,
INC-2389,Snagging,Dye Range,
INC-2390,Belling,Weaving,
INC-2391,Received Less,Greige Stores,
INC-2392,Belling,Dye Exhaust,
INC-2393,Belling,Weaving,
INC-2394,Belling,Weaving,
INC-2395,Bias,Weaving,
INC-2396,Bias,Weaving,
INC-2397,Bias,Weaving,
INC-2398,Belling,Weaving,
INC-2399,Edge Damage,Weaving,
INC-2400,Dirt Marks,Weaving,
INC-2401,Bias,Weaving,
INC-2402,Warp Fiber Loop,Sourcing,
INC-2403,Belling,Weaving,
INC-2404,Received Less,Jacquard,
INC-2405,Belling,Weaving,
INC-2406,Bias,Weaving,
INC-2407,Bias,Weaving,
INC-2408,Lines,Yarn Dyeing,
INC-2409,Patches,Dye Exhaust,
INC-2410,Shade Variation due to Lot,Dye Exhaust,
INC-2411,Bias,Weaving,
INC-2412,Belling,Weaving,
INC-2413,Belling,Weaving,
INC-2414,Bias,Weaving,
INC-2415,Edge Damage,Jacquard,
INC-2416,System Issue,Digital,
INC-2417,Bias,Weaving,
INC-2418,Curling,Weaving,
INC-2419,Received Less,Dye Range,
INC-2420,1mtr weight issue,Stretchline-SL,
INC-2421,Lines,Sourcing,
INC-2422,Shade variation,Dye Range,
INC-2423,Patches,Sourcing,
INC-2424,Face Variation,Weaving,
INC-2425,Curling,Weaving,
INC-2426,Edge Damage,Jacquard,
INC-2427,Received Less,Dye Range,
INC-2428,Patches,Dye Range,
INC-2429,Patches,Dye Range,
INC-2430,Patches,Weaving,
INC-2431,5m waste,Less than 5m,
INC-2432,Patches,Dye Exhaust,
INC-2433,Shade Variation,Dye Range,
INC-2434,Patches,Dye Exhaust,
INC-2435,Lines,Weaving,
INC-2436,Dirt Marks,Preparation,
INC-2437,Yarn Missing,Sourcing,
INC-2438,Dirt Marks,Preparation,
INC-2439,Yarn Missing,Sourcing,
INC-2440,Received Less,Dye Range,
INC-2441,Snagging,Dye Exhaust,
INC-2442,Bias,Weaving,
INC-2443,Bias,Dye Exhaust,
INC-2444,Edge Damage,Weaving,
INC-2445,Belling,Weaving,
INC-2446,Snagging,Dye Exhaust,
INC-2447,Edge Damage,Weaving,
INC-2448,Bias,Weaving,
INC-2449,Patches,Dye Range,
INC-2450,Belling,Weaving,
INC-2451,Belling,Weaving,
INC-2452,Shade variation,Dye Range,
INC-2453,Edge Damage,Weaving,
INC-2454,Patches,Dye Range,
INC-2455,Shade variation,Dye Range,
INC-2456,Received Less,Dye Range,
INC-2457,Shade Variation,Sourcing,
INC-2458,Bias,Jacquard,
INC-2459,Loop,Development,
INC-2460,Belling,Yarn Dyeing,
INC-2461,Shade Variation,Sourcing,
INC-2462,Face Damage,Weaving,
INC-2463,Dirt Marks,Weaving,
INC-2464,Lines,Sourcing,
INC-2465,Loop,Jacquard,
INC-2466,Dirt Marks,Jacquard,
INC-2467,Pin Holl,Jacquard,
INC-2468,Edge Damage,Weaving,
INC-2469,Belling,Weaving,
INC-2470,Patches,Dye Range,
INC-2471,Crush/Crease Marks,Dye Exhaust,
INC-2472,Curling,Dye Exhaust,
INC-2473,Loop,Sourcing,
INC-2474,Loop,Sourcing,
INC-2475,Loop,Sourcing,
INC-2476,Loop,Sourcing,
INC-2477,Off Shade,Weaving,
INC-2478,Edge Damage,Jacquard,
INC-2479,Dirt Marks,Jacquard,
INC-2480,Belling,Weaving,
INC-2481,Bias,Weaving,
INC-2482,Belling,Yarn Dyeing,
INC-2483,Yarn Dust,Sourcing,
INC-2484,Yarn Missing,Sourcing,
INC-2485,5m waste,Less than 5m,
INC-2486,Operational Waste,Dye Range,
INC-2487,Print Damage,Value Addition,
INC-2488,Entangle,Greige Stores,
INC-2489,5m waste,Less than 5m,
INC-2490,Patches,Dye Range,
INC-2491,Shade variation,Dye Range,
INC-2492,Belling,Weaving,
INC-2493,Received Less,Weaving,
INC-2494,Loop,Jacquard,
INC-2495,Dirt Marks,Jacquard,
INC-2496,Dirt Marks,Dye Range,
INC-2497,Dirt Marks,Dye Range,
INC-2498,Stop Mark,Weaving,
INC-2499,Belling,Yarn Dyeing,
INC-2500,Dirt Marks,Preparation,
INC-2501,5m waste,Less than 5m,
INC-2502,Curling,Sourcing,
INC-2503,Patches,Dye Exhaust,
INC-2504,Face Damage,Weaving,
INC-2505,Bias,Weaving,
INC-2506,Shade Variation,Dye Range,
INC-2507,Curling,Dye Exhaust,
INC-2508,Patches,Dye Exhaust,
INC-2509,Bias,Weaving,
INC-2510,Lines,Sourcing,
INC-2511,Belling,Weaving,
INC-2512,Off Shade,Dye Exhaust,
INC-2513,Patches,Dye Exhaust,
INC-2514,Patches,Dye Exhaust,
INC-2515,Loop,Sourcing,
INC-2516,Loop,Weaving,
INC-2517,High Letter Length,Dye Range,
INC-2518,Belling,Weaving,
INC-2519,Dirt Marks,Preparation,
INC-2520,Patches,Dye Exhaust,
INC-2521,Belling,Weaving,
INC-2522,Belling,Weaving,
INC-2523,Edge Damage,Weaving,
INC-2524,5m waste,Less than 5m,
INC-2525,Sample Waste,Dye Range,
INC-2526,Lines,Weaving,
INC-2527,Face Loop,Sourcing,
INC-2528,Loop,Weaving,
INC-2529,Poor Water,Dye Range,
INC-2530,Curling,Sourcing,
INC-2531,Crush/Crease Marks,Dye Exhaust,
INC-2532,Lines,Sourcing,
INC-2533,Lines,Sourcing,
INC-2534,Lines,Sourcing,
INC-2535,Lines,Sourcing,
INC-2536,Loop,Jacquard,
INC-2537,Lines,Sourcing,
INC-2538,Yarn Dust,Sourcing,
INC-2539,Curling,Sourcing,
INC-2540,Off Shade,Dye Range,
INC-2541,Off Shade,Dye Exhaust,
INC-2542,1mtr weight issue,Stretchline-SL,
INC-2543,Slack Rubber,Jacquard,
INC-2544,Wrong Width,Weaving,
INC-2545,5m waste,Less than 5m,
INC-2546,5m waste,Less than 5m,
INC-2547,5m waste,Less than 5m,
INC-2548,Lines,Weaving,
INC-2549,Curling,Sourcing,
INC-2550,Shade Variation due to Lot,Dye Range,
INC-2551,Bias,Weaving,
INC-2552,Shade Variation,Dye Range,
INC-2553,Shade Variation,Dye Range,
INC-2554,Yarn Missing,Sourcing,
INC-2555,System Issue,Digital,
INC-2556,Sample Waste,Dye Range,
INC-2557,Sample Waste,Dye Range,
INC-2558,Off Shade,Dye Range,
INC-2559,Off Shade,Dye Range,
INC-2560,Loop,Weaving,
INC-2561,Shade Variation,Dye Exhaust,
INC-2562,Yarn Dust,Sourcing,
INC-2563,Dirt Marks,Preparation,
INC-2564,Curling,Dye Exhaust,
INC-2565,Belling,Weaving,
INC-2566,Riverside Side Variation,Weaving,
INC-2567,Off Shade,Dye Exhaust,
INC-2568,Loop,Weaving,
INC-2569,Loop,Weaving,
INC-2570,Off Shade,Dye Exhaust,
INC-2571,Edge Damage,Weaving,
INC-2572,Snagging,Dye Range,
INC-2573,Face Damage,Jacquard,
INC-2574,Lines,Sourcing,
INC-2575,1mtr weight issue,Stretchline-Mexico,
INC-2576,1mtr weight issue,Stretchline-Mexico,
INC-2577,Edge Damage,Weaving,
INC-2578,Dirt Marks,Preparation,
INC-2579,1mtr weight issue,Stretchline-SL,
INC-2580,Bias,Dye Exhaust,
INC-2581,Reverse Side Variation,Jacquard,
INC-2582,Lines,Sourcing,
INC-2583,Shade Variation,Dye Exhaust,
INC-2584,Reverse Side Line,Sourcing,
INC-2585,Shade Variation,Dye Exhaust,
INC-2586,Curling,Sourcing,
INC-2587,Patches,Dye Exhaust,
INC-2588,Reverse Side Loop,Sourcing,
INC-2589,Warp Fiber Loop,Sourcing,
INC-2590,User Error,Dye Range,
INC-2591,Off Shade,Dye Range,
INC-2592,Belling,Yarn Dyeing,
INC-2593,Lines,Sourcing,
INC-2594,Lines,Sourcing,
INC-2595,1mtr weight issue,Stretchline-SL,
INC-2596,Dirt Marks,Dye Range,
INC-2597,Order cancel,Sales,
INC-2598,5m waste,Less than 5m,
INC-2599,Riverside Line,Sourcing,
INC-2600,High Letter Length,Dye Range,
INC-2601,Lines,Development,
INC-2602,1mtr weight issue,Stretchline-SL,
INC-2603,Bond Damage,Value Addition,
INC-2604,Shade Variation,Development,
INC-2605,High Joint,Dye Exhaust,
INC-2606,Face Variation,Weaving,
INC-2607,Shade Variation,Dye Exhaust,
INC-2608,Patches,Dye Exhaust,
INC-2609,Curling,Dye Exhaust,
INC-2610,Edge Damage,Weaving,
INC-2611,Edge Damage,Weaving,
INC-2612,Bias,Weaving,
INC-2613,Shade Variation,Jacquard,
INC-2614,Shade Variation,Dye Range,
INC-2615,Shade Variation,Dye Range,
INC-2616,Lines,Yarn Dyeing,
INC-2617,Shade Variation,Dye Range,
INC-2618,Shade Variation,Dye Range,
INC-2619,Received Less,Dye Range,
INC-2620,Patches,Dye Exhaust,
INC-2621,Patches,Dye Exhaust,
INC-2622,Wrong Quality,Sourcing,
INC-2623,Belling,Weaving,
INC-2624,Lines,Sourcing,
INC-2625,Lines,Sourcing,
INC-2626,Stop Mark,Weaving,
INC-2627,FaceLoop,Sourcing,
INC-2628,Cross Bar,Jacquard,
INC-2629,Patches,Dye Range,
INC-2630,Loop,Weaving,
INC-2631,Patches,Dye Range,
INC-2632,Shade Variation Without Joint,Dye Range,
INC-2633,Planning  Issue,Dye Range,
INC-2634,FaceLoop,Sourcing,
INC-2635,Patches,Dye Exhaust,
INC-2636,Lines,Sourcing,
INC-2637,Shade Variation,Dye Range,
INC-2638,FaceLoop,Sourcing,
INC-2639,5m waste,Less than 5m,
INC-2640,Patches,Dye Exhaust,
INC-2641,Shade Variation Without Joint,Dye Range,
INC-2642,Shade Variation Without Joint,Dye Range,
INC-2643,Stop Mark,Weaving,
INC-2644,Shade Variation Without Joint,Dye Range,
INC-2645,Belling,Weaving,
INC-2646,Belling,Weaving,
INC-2647,Patches,Dye Range,
INC-2648,Loop,Jacquard,
INC-2649,Received Less,Dye Range,
INC-2650,Received Less,Dye Exhaust,
INC-2651,Shade Variation Without Joint,Dye Range,
INC-2652,5m waste,Less than 5m,
INC-2653,Sample Waste,Dye Range,
INC-2654,Shade Variation Without Joint,Dye Range,
INC-2655,Face Damage,Weaving,
INC-2656,Shade variation,Dye Range,
INC-2657,Belling,Yarn Dyeing,
INC-2658,Belling,Yarn Dyeing,
INC-2659,Belling,Yarn Dyeing,
INC-2660,Patches,Dye Range,
INC-2661,Edge Damage,Weaving,
INC-2662,Received Less,Dye Range,
INC-2663,Belling,Yarn Dyeing,
INC-2664,Reverse Side Loop,Sourcing,
INC-2665,Warp Fiber Loop,Sourcing,
INC-2666,Reverse Side Loop,Sourcing,
INC-2667,Reverse Side Loop,Sourcing,
INC-2668,Belling,Yarn Dyeing,
INC-2669,Fastness Fail,Yarn Dyeing,
INC-2670,FaceLoop,Sourcing,
INC-2671,Belling,Yarn Dyeing,
INC-2672,Reverse Side Loop,Sourcing,
INC-2673,Dirt Marks,Dye Range,
INC-2674,5m waste,Less than 5m,
INC-2675,Received Less,Dye Range,
